Orig Order,RTH #,RSH #,TH,SH,Hanzi Parts of Speech,RTH Keyword,RSH Keyword,RTH Read,TH Read,SH Freq Meaning,SH Freq Pinyin,SH Freq,SH Freq Rank,SH Freq Group,Opt RTH,Opt RSH,RTH Lesson,RTH Merge Lesson,RSH Lesson,RSH Lesson Merged,SH and TH check,SH and TH keywords
3006,3006,2501,沈,沈,,Shen,Shen,Shěn,shěn|Shěn,"sink, (surname)/place name",chen2/shen3,0.01%,1681,6,1789,1697,RTH2-Postscript 1,RTH1-Postscript 1,RSH2-L37,RSH1-L37,SH = TH,SH key = TH key
3016,3016,3006,彭,彭,,Peng,Peng,péng,Péng,(surname),peng2,0.01%,1501,6,1790,1793,RTH2-Postscript 1,RTH1-Postscript 1,RSH2-Postscript 1,RSH1-Postscript 1,SH = TH,SH key = TH key
3018,3018,3007,馮,冯,,Feng,Feng,Féng,Féng|píng,,feng2,0.01%,1719,6,1791,1794,RTH2-Postscript 1,RTH1-Postscript 1,RSH2-Postscript 1,RSH1-Postscript 1,SH <> TH,SH key = TH key
3019,3019,3008,魏,魏,,Wei,Wei,wèi,Wèi,(surname)/name of a dynasty,wei4,0.01%,1648,6,1792,1795,RTH2-Postscript 1,RTH1-Postscript 1,RSH2-Postscript 1,RSH1-Postscript 1,SH = TH,SH key = TH key
3026,3026,3014,穆,穆,,reverent,reverent,mù,mù,(surname)/solemn,mu4,0.01%,1683,6,1793,1796,RTH2-Postscript 1,RTH1-Postscript 1,RSH2-Postscript 1,RSH1-Postscript 1,SH = TH,SH key = TH key
3027,3027,3015,娜,娜,,na,na,nuó,nuó,elegant/graceful,nuo2/na4,0.01%,1584,6,1794,1797,RTH2-Postscript 1,RTH1-Postscript 1,RSH2-Postscript 1,RSH1-Postscript 1,SH = TH,SH key = TH key
2987,2987,2983,鳳,凤,,male phoenix,male phoenix,fèng,fèng,phoenix,feng4,0.01%,1504,6,1795,1499,RTH2-Compounds,,RSH2-Compounds,,SH <> TH,SH key = TH key
2991,2991,2985,玻,玻,,glass (front side),glass (front side),bō,bō,glass,bo1,0.00%,1769,6,1796,1500,RTH2-Compounds,,RSH2-Compounds,,SH = TH,SH key = TH key
28,28,29,胃,胃,,stomach,stomach,wèi,wèi,stomach,wei4,0.00%,1957,7,1797,1800,RTH1-L02,RTH1-L02,RSH1-L02,RSH1-L02,SH = TH,SH key = TH key
38,38,40,舌,舌,,tongue,tongue,shé,shé,tongue,she2,0.00%,1958,7,1798,1801,RTH1-L03,RTH1-L03,RSH1-L03,RSH1-L03,SH = TH,SH key = TH key
42,42,43,卜,卜,,divination,divination,bǔ,bǔ|bo,"turnip, to divine/foretell",bo/bu3,0.00%,1979,7,1799,1802,RTH1-L03,RTH1-L03,RSH1-L03,RSH1-L03,SH = TH,SH key = TH key
47,47,48,卓,卓,,eminent,eminent,zhuó,zhuó,(surname)/outstanding,zhuo2,0.00%,1942,7,1800,1803,RTH1-L03,RTH1-L03,RSH1-L03,RSH1-L03,SH = TH,SH key = TH key
1504,1504,1506,串,串,,string together,string together,chuàn,chuàn,to string together/to mix up/to conspire/to connect/(a measure word)/string,chuan4,0.00%,1832,7,1801,1804,RTH2-L03,RTH1-L03,RSH2-L03,RSH1-L03,SH = TH,SH key = TH key
1505,1505,1508,罩,罩,v.,overspread,overspread,zhào,zhào,cover/fish trap (basket)/shade,zhao4,0.00%,1978,7,1802,1805,RTH2-L03,RTH1-L03,RSH2-L03,RSH1-L03,SH = TH,SH key = TH key
58,58,61,頑,顽,,stubborn,stubborn,wán,wán,mischievous/obstinate/to play/stupid/stubborn/naughty,wan2,0.00%,2024,7,1803,1806,RTH1-L04,RTH1-L04,RSH1-L04,RSH1-L04,SH <> TH,SH key = TH key
60,60,63,肌,肌,,muscle,muscle,jī,jī,flesh/muscle,ji1,0.00%,1935,7,1804,1807,RTH1-L04,RTH1-L04,RSH1-L04,RSH1-L04,SH = TH,SH key = TH key
1510,1510,1516,盯,盯,,stare at,stare at,dīng,dīng,stare/gaze,ding1,0.00%,1906,7,1805,1808,RTH2-L05,RTH1-L05,RSH2-L05,RSH1-L05,SH = TH,SH key = TH key
1511,1511,1517,呵,呵,v.,rebuke,rebuke,hē,hē,"(phonetic particle), expel breath/my goodness",a1/he1,0.00%,1861,7,1806,1809,RTH2-L05,RTH1-L05,RSH2-L05,RSH1-L05,SH = TH,SH key = TH key
91,91,95,乙,乙,adj.,second,second,yǐ,yǐ,"B (in a sequence of examples involving ""A"", ""B"", ""C"", etc.)/2nd heavenly stem/2nd in order",yi3,0.00%,1872,7,1807,1810,RTH1-L06,RTH1-L06,RSH1-L06,RSH1-L06,SH = TH,SH key = TH key
1512,1512,2640,姦,奸,,adultery,adultery,jiān,jiān,"traitor, adultery",jian1,0.00%,1992,7,1808,2025,RTH2-L06,RTH1-L06,RSH2-L42,RSH1-L42,SH <> TH,SH key = TH key
105,105,111,吵,吵,,noisy,noisy,chǎo,chǎo|chāo,to quarrel/to make a noise/noisy/to disturb by making a noise,chao3,0.00%,2040,7,1809,1811,RTH1-L07,RTH1-L07,RSH1-L07,RSH1-L07,SH = TH,SH key = TH key
108,108,115,夕,夕,,evening,evening,xī,xī,"evening, dusk",xi1/xi4,0.00%,2003,7,1810,1812,RTH1-L07,RTH1-L07,RSH1-L07,RSH1-L07,SH = TH,SH key = TH key
117,117,128,肖,肖,,resemble,resemble,xiào,xiào|Xiāo,similar/resembling/to resemble/to be like,xiao4/xiao1,0.00%,2019,7,1811,1813,RTH1-L07,RTH1-L07,RSH1-L07,RSH1-L07,SH = TH,SH key = TH key
150,150,162,填,填,,fill in,fill in,tián,tián,to fill in,tian2,0.00%,1970,7,1812,1814,RTH1-L08,RTH1-L08,RSH1-L08,RSH1-L08,SH = TH,SH key = TH key
153,153,166,寸,寸,,Chinese inch,Chinese inch,cùn,cùn,a unit of length/inch/thumb,cun4,0.00%,1904,7,1813,1815,RTH1-L08,RTH1-L08,RSH1-L08,RSH1-L08,SH = TH,SH key = TH key
155,155,169,寺,寺,,Buddhist temple,Buddhist temple,sì,sì,Buddhist temple,si4,0.00%,1892,7,1814,1816,RTH1-L08,RTH1-L08,RSH1-L08,RSH1-L08,SH = TH,SH key = TH key
1521,1521,1532,泊,泊,v.,moor,moor,bó,pō|bó,to anchor/touch at/to moor,bo2,0.00%,2043,7,1815,1818,RTH2-L08,RTH1-L08,RSH2-L08,RSH1-L08,SH = TH,SH key = TH key
1527,1527,1542,娃,娃,n.,newborn,newborn,wá,wá,baby/doll,wa2,0.00%,1833,7,1816,1819,RTH2-L08,RTH1-L08,RSH2-L08,RSH1-L08,SH = TH,SH key = TH key
1534,1534,1549,哩,哩,,mile,mile,lǐ,li|lǐ|lī,"(onomat.), mile, (part. for continued state)",li1/li3/li,0.00%,1949,7,1817,1820,RTH2-L09,RTH1-L09,RSH2-L09,RSH1-L09,SH = TH,SH key = TH key
220,220,234,墓,墓,,grave,grave,mù,mù,tomb,mu4,0.00%,1816,7,1818,1821,RTH1-L10,RTH1-L10,RSH1-L10,RSH1-L10,SH = TH,SH key = TH key
221,221,235,苗,苗,,seedling,seedling,miáo,miáo,(surname)/Miao tribe/sprout,miao2,0.00%,1920,7,1819,1822,RTH1-L10,RTH1-L10,RSH1-L10,RSH1-L10,SH = TH,SH key = TH key
1547,1547,1573,桂,桂,,cassia-bark tree,cassia-bark tree,guì,guì,Cinnamonum cassia,gui4,0.00%,1930,7,1820,1824,RTH2-L10,RTH1-L10,RSH2-L10,RSH1-L10,SH = TH,SH key = TH key
1563,1563,1584,膜,膜,,membrane,membrane,mó,mó,(n) membrane; film,mo2,0.00%,1945,7,1821,1825,RTH2-L10,RTH1-L10,RSH2-L10,RSH1-L10,SH = TH,SH key = TH key
224,224,238,桃,桃,,peach,peach,táo,táo,peach,tao2,0.00%,1839,7,1822,1826,RTH1-L11,RTH1-L11,RSH1-L11,RSH1-L11,SH = TH,SH key = TH key
238,238,255,浩,浩,,vast,vast,hào,hào,grand/vast (water),hao4,0.00%,1864,7,1823,1827,RTH1-L11,RTH1-L11,RSH1-L11,RSH1-L11,SH = TH,SH key = TH key
266,266,285,銘,铭,,inscription,inscription,míng,míng,inscribed motto,ming2,0.00%,2061,7,1824,1829,RTH1-L12,RTH1-L12,RSH1-L12,RSH1-L12,SH <> TH,SH key = TH key
1575,1575,1600,啥,啥,,wha?,wha?,shá,shá|shà,(dialect) what,sha2,0.00%,2082,7,1825,1830,RTH2-L12,RTH1-L12,RSH2-L12,RSH1-L12,SH = TH,SH key = TH key
1579,1579,1605,汪,汪,,tearful,tearful,wāng,wāng,(surname)/expanse of water/ooze,wang1,0.00%,1876,7,1826,1831,RTH2-L12,RTH1-L12,RSH2-L12,RSH1-L12,SH = TH,SH key = TH key
276,276,302,蓮,莲,,lotus,lotus,lián,lián,lotus,lian2,0.00%,1837,7,1827,1832,RTH1-L13,RTH1-L13,RSH1-L13,RSH1-L13,SH <> TH,SH key = TH key
1597,1597,1623,軌,轨,,rails,rails,guǐ,guǐ,course/path/track/rail,gui3,0.00%,1883,7,1828,1834,RTH2-L13,RTH1-L13,RSH2-L13,RSH1-L13,SH <> TH,SH key = TH key
299,299,328,亭,亭,,pavilion,pavilion,tíng,tíng,pavilion,ting2,0.00%,2002,7,1829,1836,RTH1-L14,RTH1-L14,RSH1-L14,RSH1-L14,SH = TH,SH key = TH key
1605,1605,1633,渾,浑,,muddled,muddled,hún,hún,muddy,hun2,0.00%,1991,7,1830,1837,RTH2-L14,RTH1-L14,RSH2-L14,RSH1-L14,SH <> TH,SH key = TH key
1608,1608,1639,哼,哼,v.,hum,hum,hēng,hēng|hng,"hum, (interj. of contempt)",heng1/hng,0.00%,1966,7,1831,1838,RTH2-L14,RTH1-L14,RSH2-L14,RSH1-L14,SH = TH,SH key = TH key
1615,1615,1643,枚,枚,,small objects,small objects,méi,méi,M for small objects,mei2,0.00%,1884,7,1832,1840,RTH2-L15,RTH1-L15,RSH2-L15,RSH1-L15,SH = TH,SH key = TH key
337,337,365,賊,贼,,burglar,burglar,zéi,zéi,thief,zei2,0.00%,2001,7,1833,1841,RTH1-L16,RTH1-L16,RSH1-L16,RSH1-L16,SH <> TH,SH key = TH key
1631,1631,1531,洩,泄,v.,discharge,discharge,xiè,xiè|yì,divulge/leak out,xie4,0.00%,2010,7,1834,1817,RTH2-L16,RTH1-L16,RSH2-L08,RSH1-L08,SH <> TH,SH key = TH key
372,372,397,誕,诞,,nativity,nativity,dàn,dàn,birth/birthday/brag/boast/to increase,dan4,0.00%,1997,7,1835,1842,RTH1-L17,RTH1-L17,RSH1-L17,RSH1-L17,SH <> TH,SH key = TH key
1640,1640,1670,址,址,n.,address,address,zhǐ,zhǐ,location/site,zhi3,0.00%,1848,7,1836,1843,RTH2-L17,RTH1-L17,RSH2-L17,RSH1-L17,SH = TH,SH key = TH key
1643,1643,1671,赴,赴,,go to,go to,fù,fù,"go towards/go to/attend (a banquet, etc.)/to go",fu4,0.00%,1843,7,1837,1844,RTH2-L17,RTH1-L17,RSH2-L17,RSH1-L17,SH = TH,SH key = TH key
386,386,418,棉,棉,,cotton,cotton,mián,mián,cotton,mian2,0.00%,1967,7,1838,1846,RTH1-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH = TH,SH key = TH key
389,389,420,肺,肺,,lungs,lungs,fèi,fèi,lung,fei4,0.00%,2044,7,1839,1847,RTH1-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH = TH,SH key = TH key
439,439,474,欠,欠,v.,lack,lack,qiàn,qiàn,deficient/owe/to lack/yawn,qian4,0.00%,1948,7,1840,1849,RTH1-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH = TH,SH key = TH key
445,445,480,姿,姿,n.,looks,looks,zī,zī,beauty/disposition/looks/appearance,zi1,0.00%,1899,7,1841,1850,RTH1-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH = TH,SH key = TH key
1655,1655,1681,吊,吊,,dangle,dangle,diào,diào,"to hang a person, condole with/hang",diao4,0.00%,2050,7,1842,1851,RTH2-L18,RTH1-L18,RSH2-L18,RSH1-L18,SH = TH,SH key = TH key
1660,1660,1687,錦,锦,,brocade,brocade,jǐn,jǐn,brocade/embroidered work/bright,jin3,0.00%,1947,7,1843,1852,RTH2-L18,RTH1-L18,RSH2-L18,RSH1-L18,SH <> TH,SH key = TH key
1668,1668,1696,妖,妖,,bewitching,bewitching,yāo,yāo,goblin/witch/devil/bewitching/enchanting/monster/phantom,yao1,0.00%,1869,7,1844,1854,RTH2-L18,RTH1-L18,RSH2-L18,RSH1-L18,SH = TH,SH key = TH key
1669,1669,1697,沃,沃,,fertile,fertile,wò,wò,fertile/rich,wo4,0.00%,1808,7,1845,1855,RTH2-L18,RTH1-L18,RSH2-L18,RSH1-L18,SH = TH,SH key = TH key
1674,1674,452,滴,滴,v.,drip,drip,dī,dī,a drop/to drip,di1,0.00%,1896,7,1846,1848,RTH2-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH = TH,SH key = TH key
1682,1682,1711,柴,柴,,firewood,firewood,chái,chái,(surname)/firewood,chai2,0.00%,1981,7,1847,1856,RTH2-L18,RTH1-L18,RSH2-L18,RSH1-L18,SH = TH,SH key = TH key
458,458,491,盲,盲,adj.,blind,blind,máng,máng,blind,mang2,0.00%,2079,7,1848,1857,RTH1-L19,RTH1-L19,RSH1-L19,RSH1-L19,SH = TH,SH key = TH key
459,459,492,妄,妄,adj.,absurd,absurd,wàng,wàng,absurd/fantastic,wang4,0.00%,2097,7,1849,1858,RTH1-L19,RTH1-L19,RSH1-L19,RSH1-L19,SH = TH,SH key = TH key
462,462,495,妨,妨,,hinder,hinder,fáng,fáng,hinder/harm,fang2,0.00%,1873,7,1850,1859,RTH1-L19,RTH1-L19,RSH1-L19,RSH1-L19,SH = TH,SH key = TH key
1695,1695,1727,茫,茫,,boundless,boundless,máng,máng,vague/vast,mang2,0.00%,1951,7,1851,1861,RTH2-L19,RTH1-L19,RSH2-L19,RSH1-L19,SH = TH,SH key = TH key
1696,1696,1723,贏,赢,v.,win,win,yíng,yíng,to beat/to win/to profit,ying2,0.00%,1836,7,1852,1860,RTH2-L19,RTH1-L19,RSH2-L19,RSH1-L19,SH <> TH,SH key = TH key
1705,1705,1733,膀,膀,,upper arm,upper arm,bǎng,bǎng|páng|pāng,"upper arm/wing, to flirt, puffed (swollen), bladder",bang3/bang4/pang1/pang2,0.00%,1941,7,1853,1862,RTH2-L19,RTH1-L19,RSH2-L19,RSH1-L19,SH = TH,SH key = TH key
1706,1706,1736,銳,锐,,sharp,sharp,ruì,ruì,acute,rui4,0.00%,1851,7,1854,1863,RTH2-L19,RTH1-L19,RSH2-L19,RSH1-L19,SH <> TH,SH key = TH key
490,490,521,泡,泡,,bubbles,bubbles,pào,pào|pāo,"puffed/swollen, to steep/soak/bubble(s)/foam",pao1/pao4,0.00%,2000,7,1855,1864,RTH1-L20,RTH1-L20,RSH1-L20,RSH1-L20,SH = TH,SH key = TH key
511,511,544,羽,羽,,feathers,feathers,yǔ,yǔ,feather,yu3,0.00%,1865,7,1856,1865,RTH1-L20,RTH1-L20,RSH1-L20,RSH1-L20,SH = TH,SH key = TH key
1718,1718,1752,遂,遂,,satisfy,satisfy,suì,suí|suì,forthwith,sui4/sui2,0.00%,2017,7,1857,1866,RTH2-L20,RTH1-L20,RSH2-L20,RSH1-L20,SH = TH,SH key = TH key
1724,1724,1753,嫁,嫁,,marry,marry,jià,jià,marry (a husband),jia4,0.00%,2063,7,1858,1867,RTH2-L20,RTH1-L20,RSH2-L20,RSH1-L20,SH = TH,SH key = TH key
1725,1725,1754,腸,肠,,intestines,intestines,cháng,cháng,intestines,chang2,0.00%,1921,7,1859,1868,RTH2-L20,RTH1-L20,RSH2-L20,RSH1-L20,SH <> TH,SH key = TH key
1737,1737,1766,雕,雕,,sculpture,sculpture,diāo,diāo,"engrave, engrave/shrewd, golden eagle",diao1,0.00%,1829,7,1860,1870,RTH2-L20,RTH1-L20,RSH2-L20,RSH1-L20,SH = TH,SH key = TH key
1746,1746,1776,翰,翰,,writing brush,writing brush,hàn,hàn,pen,han4,0.00%,1881,7,1861,1871,RTH2-L20,RTH1-L20,RSH2-L20,RSH1-L20,SH = TH,SH key = TH key
525,525,559,褲,裤,,trousers,trousers,kù,kù,drawers/trousers/pants,ku4,0.00%,2090,7,1862,1873,RTH1-L21,RTH1-L21,RSH1-L21,RSH1-L21,SH <> TH,SH key = TH key
1747,1747,1779,咽,咽,,throat,throat,yān,yàn|yān|yè,"narrow pass/throat, to swallow, to choke (in crying)",yan1/yan4/ye4,0.00%,2031,7,1863,1874,RTH2-L21,RTH1-L21,RSH2-L21,RSH1-L21,SH = TH,SH key = TH key
1748,1748,1780,姻,姻,,in-law,in-law,yīn,yīn,marriage connections,yin1,0.00%,2007,7,1864,1875,RTH2-L21,RTH1-L21,RSH2-L21,RSH1-L21,SH = TH,SH key = TH key
1749,1749,2171,廟,庙,adj.,temple,temple,miào,miào,temple/monastery,miao4,0.00%,1889,7,1865,1943,RTH2-L21,RTH1-L21,RSH2-L29,RSH1-L29,SH <> TH,SH key = TH key
1765,1765,1819,慕,慕,,admire,admire,mù,mù,admire,mu4,0.00%,1990,7,1866,1881,RTH2-L21,RTH1-L21,RSH2-L21,RSH1-L21,SH = TH,SH key = TH key
1768,1768,1810,愉,愉,,overjoyed,overjoyed,yú,yú,pleased,yu2,0.00%,1982,7,1867,1877,RTH2-L21,RTH1-L21,RSH2-L21,RSH1-L21,SH = TH,SH key = TH key
1773,1773,1820,添,添,,augment,augment,tiān,tiān,to add/to increase/to replenish,tian1,0.00%,1859,7,1868,1882,RTH2-L21,RTH1-L21,RSH2-L21,RSH1-L21,SH = TH,SH key = TH key
1774,1774,1818,悔,悔,,be sorry about,be sorry about,huǐ,huǐ,regret,hui3,0.00%,1853,7,1869,1880,RTH2-L21,RTH1-L21,RSH2-L21,RSH1-L21,SH = TH,SH key = TH key
1776,1776,1815,悅,悦,,delighted,delighted,yuè,yuè,pleased,yue4,0.00%,1995,7,1870,1878,RTH2-L21,RTH1-L21,RSH2-L21,RSH1-L21,SH <> TH,SH key = TH key
1778,1778,1795,忌,忌,,shun,shun,jì,jì,avoid as taboo/jealous,ji4,0.00%,1922,7,1871,1876,RTH2-L21,RTH1-L21,RSH2-L21,RSH1-L21,SH = TH,SH key = TH key
1779,1779,1817,惟,惟,,thinking,thinking,wéi,wéi,_ism/only,wei2,0.00%,1856,7,1872,1879,RTH2-L21,RTH1-L21,RSH2-L21,RSH1-L21,SH = TH,SH key = TH key
1789,1789,1825,蜜,蜜,,honey,honey,mì,mì,honey,mi4,0.00%,2014,7,1873,1883,RTH2-L21,RTH1-L21,RSH2-L21,RSH1-L21,SH = TH,SH key = TH key
1801,1801,1832,拘,拘,,detain,detain,jū,jū,adhere/capture/restrain,ju1,0.00%,2098,7,1874,1884,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1806,1806,1844,抹,抹,,smear on,smear on,mǒ,mǒ|mā|mò,"play/to smear, girdle/brassiere/to plaster",mo3/mo4,0.00%,2087,7,1875,1885,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1811,1811,1851,拾,拾,,tidy up,tidy up,shí,shí|shè,pick up/ten (fraud-proof),shi2,0.00%,1961,7,1876,1886,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1812,1812,1852,搭,搭,,put up,put up,dā,dā|dá,"build (scaffolding)/take (boat, train)/hang/join/match/take passage",da1,0.00%,1842,7,1877,1887,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1813,1813,1853,掠,掠,v.,pillage,pillage,lüè,lüè|lüě,plunder,lue4/lue3,0.00%,1868,7,1878,1888,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1816,1816,1856,扯,扯,v.,yank,yank,chě,chě,pull/tear/to talk casually,che3,0.00%,2084,7,1879,1889,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1821,1821,1858,摘,摘,,handpick,handpick,zhāi,zhāi,"to borrow/to pick (flowers, fruit)/to pluck/to take/to select",zhai1,0.00%,2026,7,1880,1890,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1826,1826,1693,壇,坛,,altar,altar,tán,tán,altar,tan2,0.00%,1806,7,1881,1853,RTH2-L22,RTH1-L22,RSH2-L18,RSH1-L18,SH <> TH,SH key = TH key
1827,1827,1867,顫,颤,,tremble,tremble,chàn,chàn|zhàn,to tremble/to shiver/to shake/to vibrate,zhan4/chan4,0.00%,1900,7,1882,1891,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH <> TH,SH key = TH key
1837,1837,1877,孕,孕,,pregnant,pregnant,yùn,yùn,pregnant,yun4,0.00%,2094,7,1883,1892,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1838,1838,1878,扔,扔,,throw away,throw away,rēng,rēng,throw,reng1,0.00%,1905,7,1884,1893,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1845,1845,2882,灌,灌,,pour into,pour into,guàn,guàn,irrigate/pour,guan4,0.00%,2077,7,1885,2063,RTH2-L22,RTH1-L22,RSH2-L52,RSH1-L52,SH = TH,SH key = TH key
1847,1847,1889,毅,毅,,resolute,resolute,yì,yì,perseverance,yi4,0.00%,1946,7,1886,1896,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1850,1850,1892,歧,歧,,fork in the road,fork in the road,qí,qí,divergent/side road,qi2,0.00%,2071,7,1887,1897,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1851,1851,1893,翅,翅,,fins,fins,chì,chì,wing,chi4,0.00%,2066,7,1888,1898,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1859,1859,1901,妥,妥,adj.,appropriate,appropriate,tuǒ,tuǒ,secure/sound,tuo3,0.00%,1840,7,1889,1899,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1862,1862,1923,勾,勾,,cross out,cross out,gōu,gōu|gòu,"to cancel/to delineate/hook, affair/to reach for (with hand)",gou1/gou4,0.00%,2034,7,1890,1902,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1865,1865,1908,胎,胎,,fetus,fetus,tāi,tāi,fetus/litter,tai1,0.00%,1984,7,1891,1900,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1876,1876,1921,疏,疏,,sparse,sparse,shū,shū,negligent/sparse/thin,shu1,0.00%,1897,7,1892,1901,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH = TH,SH key = TH key
1886,1886,1944,芬,芬,,essence,essence,fēn,fēn,fragrant,fen1,0.00%,1890,7,1893,1905,RTH2-L23,RTH1-L23,RSH2-L23,RSH1-L23,SH = TH,SH key = TH key
1887,1887,1945,扮,扮,,play the part of,play the part of,bàn,bàn,to disguise oneself/to dress up/adorn,ban4,0.00%,1974,7,1894,1906,RTH2-L23,RTH1-L23,RSH2-L23,RSH1-L23,SH = TH,SH key = TH key
1890,1890,1948,訟,讼,,litigate,litigate,sòng,sòng,litigation,song4,0.00%,1862,7,1895,1907,RTH2-L23,RTH1-L23,RSH2-L23,RSH1-L23,SH <> TH,SH key = TH key
1892,1892,1952,裕,裕,,abundant,abundant,yù,yù,abundant,yu4,0.00%,2023,7,1896,1908,RTH2-L23,RTH1-L23,RSH2-L23,RSH1-L23,SH = TH,SH key = TH key
665,665,716,葬,葬,v.,inter,inter,zàng,zàng,bury (the dead),zang4,0.00%,2060,7,1897,1909,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
685,685,1014,賢,贤,,worthy,worthy,xián,xián,worthy (person),xian2,0.00%,1943,7,1898,1961,RTH1-L24,RTH1-L24,RSH1-L32,RSH1-L32,SH <> TH,SH key = TH key
1898,1898,2206,擋,挡,,fend off,fend off,dǎng,dǎng|dàng,"hinder/resist/obstruct/hinder/cover/keep off/a cover/to block/to get in the way of, arrange/put in order",dang3/dang4,0.00%,1933,7,1899,1950,RTH2-L24,RTH1-L24,RSH2-L30,RSH1-L30,SH <> TH,SH key = TH key
1902,1902,1961,披,披,,drape over the shoulders,drape over the shoulders,pī,pī,scatter/separate/to open/to unroll/to spread out,pi1,0.00%,2032,7,1900,1910,RTH2-L24,RTH1-L24,RSH2-L24,RSH1-L24,SH = TH,SH key = TH key
1904,1904,2197,皺,皱,,wrinkles,wrinkles,zhòu,zhòu,to wrinkle/wrinkled/to crease,zhou4,0.00%,1954,7,1901,1949,RTH2-L24,RTH1-L24,RSH2-L30,RSH1-L30,SH <> TH,SH key = TH key
1923,1923,1984,劣,劣,,inferior,inferior,liè,liè,inferior,lie4,0.00%,1902,7,1902,1913,RTH2-L24,RTH1-L24,RSH2-L24,RSH1-L24,SH = TH,SH key = TH key
1926,1926,1987,劫,劫,v.,plunder,plunder,jié,jié,plunder,jie2,0.00%,1825,7,1903,1914,RTH2-L24,RTH1-L24,RSH2-L24,RSH1-L24,SH = TH,SH key = TH key
1934,1934,1994,懲,惩,,chasten,chasten,chéng,chéng,punish/discipline,cheng2,0.00%,1821,7,1904,1915,RTH2-L24,RTH1-L24,RSH2-L24,RSH1-L24,SH <> TH,SH key = TH key
1943,1943,2005,秒,秒,,seconds,seconds,miǎo,miǎo,(a measure word)/second,miao3,0.00%,2028,7,1905,1916,RTH2-L25,RTH1-L25,RSH2-L25,RSH1-L25,SH = TH,SH key = TH key
1962,1962,1641,殼,壳,n.,shell,shell,ké,ké|qiào,"shell, shell",ke2/qiao4,0.00%,1937,7,1906,1839,RTH2-L25,RTH1-L25,RSH2-L14,RSH1-L14,SH <> TH,SH key = TH key
1985,1985,2050,筒,筒,,tube,tube,tǒng,tǒng,tube/cylinder,tong3,0.00%,2088,7,1907,1917,RTH2-L25,RTH1-L25,RSH2-L25,RSH1-L25,SH = TH,SH key = TH key
792,792,852,渴,渴,,thirsty,thirsty,kě,kě,thirsty,ke3,0.00%,1972,7,1908,1918,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
1997,1997,2062,俱,俱,adv.,altogether,altogether,jù,jù,"entirely/without exception, a social club",ju1/ju4,0.00%,1909,7,1909,1920,RTH2-L26,RTH1-L26,RSH2-L26,RSH1-L26,SH = TH,SH key = TH key
2000,2000,2064,佐,佐,,assistant,assistant,zuǒ,zuǒ,assist,zuo3,0.00%,2081,7,1910,1921,RTH2-L26,RTH1-L26,RSH2-L26,RSH1-L26,SH = TH,SH key = TH key
2006,2006,2071,侍,侍,n.,serve,serve,shì,shì,attend on,shi4,0.00%,1871,7,1911,1922,RTH2-L26,RTH1-L26,RSH2-L26,RSH1-L26,SH = TH,SH key = TH key
2012,2012,2079,伐,伐,,fell,fell,fá,fá,(v) cut down; fell/(v) dispatch an expedition against; descend upon,fa2,0.00%,1810,7,1912,1923,RTH2-L26,RTH1-L26,RSH2-L26,RSH1-L26,SH = TH,SH key = TH key
2021,2021,2087,傲,傲,,haughty,haughty,ào,ào,proud/overbearing/insolent/arrogant,ao4,0.00%,1960,7,1913,1924,RTH2-L26,RTH1-L26,RSH2-L26,RSH1-L26,SH = TH,SH key = TH key
